t,d_1,d_2,d_3,d_4,d_5,d_6,d_7,d_8,d_9,d_10,d_11,d_12,d_13,d_14,d_15,d_16,d_17,d_18,d_19,d_20,d_21,d_22,d_23,d_24,d_25,d_26,d_27,d_28,d_29,d_30,d_31,d_32,d_33,d_34,d_35,d_36,d_37,d_38,d_39,d_40,d_41,d_42,d_43,d_44,d_45,d_46,d_47,d_48,d_49,d_50,d_51,d_52,d_53,d_54,d_55,d_56,d_57,d_58,d_59,d_60,d_61,d_62,d_63,d_64,d_65,d_66,d_67,d_68,d_69,d_70,d_71,d_72,d_73
267,59.5,53.2,98.6,40.7,39.1,75.1,68.9,93.9,95.5,106.4,0.0,0.0,145.5,106.4,173.7,54.8,0.0,183.1,100.1,70.4,0.0,0.0,0.0,0.0,59.5,53.2,98.6,40.7,39.1,75.1,68.9,93.9,95.5,106.4,0.0,0.0,145.5,106.4,173.7,54.8,0.0,183.1,100.1,70.4,0.0,0.0,0.0,0.0,59.5,53.2,98.6,40.7,39.1,75.1,68.9,93.9,95.5,106.4,0.0,0.0,145.5,106.4,173.7,54.8,0.0,183.1,100.1,70.4,0.0,0.0,0.0,0.0,0.0
268,59.5,53.2,98.6,40.7,39.1,75.1,68.9,93.9,95.5,106.4,0.0,0.0,145.5,106.4,173.7,54.8,0.0,183.1,100.1,70.4,0.0,0.0,0.0,0.0,59.5,53.2,98.6,40.7,39.1,75.1,68.9,93.9,95.5,106.4,0.0,0.0,145.5,106.4,173.7,54.8,0.0,183.1,100.1,70.4,0.0,0.0,0.0,0.0,59.5,53.2,98.6,40.7,39.1,75.1,68.9,93.9,95.5,106.4,0.0,0.0,145.5,106.4,173.7,54.8,0.0,183.1,100.1,70.4,0.0,0.0,0.0,0.0,0.0
269,60.5,54.1,100.3,41.4,39.8,76.4,70.0,95.5,97.1,108.2,0.0,0.0,148.0,108.2,176.6,55.7,0.0,186.2,101.8,71.6,0.0,0.0,0.0,0.0,60.5,54.1,100.3,41.4,39.8,76.4,70.0,95.5,97.1,108.2,0.0,0.0,148.0,108.2,176.6,55.7,0.0,186.2,101.8,71.6,0.0,0.0,0.0,0.0,60.5,54.1,100.3,41.4,39.8,76.4,70.0,95.5,97.1,108.2,0.0,0.0,148.0,108.2,176.6,55.7,0.0,186.2,101.8,71.6,0.0,0.0,0.0,0.0,0.0
270,74.6,66.7,123.6,51.0,49.1,94.2,86.4,117.8,119.7,133.5,0.0,0.0,182.5,133.5,217.9,68.7,0.0,229.6,125.6,88.3,0.0,0.0,0.0,0.0,74.6,66.7,123.6,51.0,49.1,94.2,86.4,117.8,119.7,133.5,0.0,0.0,182.5,133.5,217.9,68.7,0.0,229.6,125.6,88.3,0.0,0.0,0.0,0.0,74.6,66.7,123.6,51.0,49.1,94.2,86.4,117.8,119.7,133.5,0.0,0.0,182.5,133.5,217.9,68.7,0.0,229.6,125.6,88.3,0.0,0.0,0.0,0.0,0.0
271,86.7,77.6,143.7,59.3,57.0,109.5,100.4,136.9,139.1,155.1,0.0,0.0,212.1,155.1,253.2,79.8,0.0,266.9,146.0,102.6,0.0,0.0,0.0,0.0,86.7,77.6,143.7,59.3,57.0,109.5,100.4,136.9,139.1,155.1,0.0,0.0,212.1,155.1,253.2,79.8,0.0,266.9,146.0,102.6,0.0,0.0,0.0,0.0,86.7,77.6,143.7,59.3,57.0,109.5,100.4,136.9,139.1,155.1,0.0,0.0,212.1,155.1,253.2,79.8,0.0,266.9,146.0,102.6,0.0,0.0,0.0,0.0,0.0
272,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,0.0
273,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,0.0
274,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,0.0
275,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,0.0
276,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,0.0
277,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,95.7,85.7,158.7,65.5,63.0,120.9,110.9,151.2,153.7,171.3,0.0,0.0,234.3,171.3,279.7,88.2,0.0,294.8,161.3,113.4,0.0,0.0,0.0,0.0,0.0
278,93.7,83.9,155.4,64.1,61.7,118.4,108.5,148.0,150.5,167.7,0.0,0.0,229.4,167.7,273.8,86.3,0.0,288.6,157.9,111.0,0.0,0.0,0.0,0.0,93.7,83.9,155.4,64.1,61.7,118.4,108.5,148.0,150.5,167.7,0.0,0.0,229.4,167.7,273.8,86.3,0.0,288.6,157.9,111.0,0.0,0.0,0.0,0.0,93.7,83.9,155.4,64.1,61.7,118.4,108.5,148.0,150.5,167.7,0.0,0.0,229.4,167.7,273.8,86.3,0.0,288.6,157.9,111.0,0.0,0.0,0.0,0.0,0.0
279,94.7,84.8,157.1,64.8,62.3,119.7,109.7,149.6,152.1,169.5,0.0,0.0,231.9,169.5,276.7,87.3,0.0,291.7,159.6,112.2,0.0,0.0,0.0,0.0,94.7,84.8,157.1,64.8,62.3,119.7,109.7,149.6,152.1,169.5,0.0,0.0,231.9,169.5,276.7,87.3,0.0,291.7,159.6,112.2,0.0,0.0,0.0,0.0,94.7,84.8,157.1,64.8,62.3,119.7,109.7,149.6,152.1,169.5,0.0,0.0,231.9,169.5,276.7,87.3,0.0,291.7,159.6,112.2,0.0,0.0,0.0,0.0,0.0
280,99.8,89.3,165.4,68.3,65.6,126.0,115.5,157.5,160.2,178.5,0.0,0.0,244.2,178.5,291.5,91.9,0.0,307.2,168.0,118.2,0.0,0.0,0.0,0.0,99.8,89.3,165.4,68.3,65.6,126.0,115.5,157.5,160.2,178.5,0.0,0.0,244.2,178.5,291.5,91.9,0.0,307.2,168.0,118.2,0.0,0.0,0.0,0.0,99.8,89.3,165.4,68.3,65.6,126.0,115.5,157.5,160.2,178.5,0.0,0.0,244.2,178.5,291.5,91.9,0.0,307.2,168.0,118.2,0.0,0.0,0.0,0.0,0.0
281,100.8,90.2,167.1,69.0,66.3,127.3,116.7,159.1,161.8,180.4,0.0,0.0,246.7,180.4,294.4,92.8,0.0,310.3,169.7,119.3,0.0,0.0,0.0,0.0,100.8,90.2,167.1,69.0,66.3,127.3,116.7,159.1,161.8,180.4,0.0,0.0,246.7,180.4,294.4,92.8,0.0,310.3,169.7,119.3,0.0,0.0,0.0,0.0,100.8,90.2,167.1,69.0,66.3,127.3,116.7,159.1,161.8,180.4,0.0,0.0,246.7,180.4,294.4,92.8,0.0,310.3,169.7,119.3,0.0,0.0,0.0,0.0,0.0
282,100.8,90.2,167.1,69.0,66.3,127.3,116.7,159.1,161.8,180.4,0.0,0.0,246.7,180.4,294.4,92.8,0.0,310.3,169.7,119.3,0.0,0.0,0.0,0.0,100.8,90.2,167.1,69.0,66.3,127.3,116.7,159.1,161.8,180.4,0.0,0.0,246.7,180.4,294.4,92.8,0.0,310.3,169.7,119.3,0.0,0.0,0.0,0.0,100.8,90.2,167.1,69.0,66.3,127.3,116.7,159.1,161.8,180.4,0.0,0.0,246.7,180.4,294.4,92.8,0.0,310.3,169.7,119.3,0.0,0.0,0.0,0.0,0.0
283,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,96.8,86.6,160.4,66.2,63.7,122.2,112.0,152.8,155.3,173.1,0.0,0.0,236.8,173.1,282.6,89.1,0.0,297.9,163.0,114.6,0.0,0.0,0.0,0.0,0.0
284,91.7,82.1,152.1,62.8,60.3,115.8,106.2,144.8,147.2,164.1,0.0,0.0,224.5,164.1,267.9,84.5,0.0,282.4,154.5,108.6,0.0,0.0,0.0,0.0,91.7,82.1,152.1,62.8,60.3,115.8,106.2,144.8,147.2,164.1,0.0,0.0,224.5,164.1,267.9,84.5,0.0,282.4,154.5,108.6,0.0,0.0,0.0,0.0,91.7,82.1,152.1,62.8,60.3,115.8,106.2,144.8,147.2,164.1,0.0,0.0,224.5,164.1,267.9,84.5,0.0,282.4,154.5,108.6,0.0,0.0,0.0,0.0,0.0
285,83.7,74.8,138.7,57.2,55.0,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.7,149.7,244.3,77.0,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,83.7,74.8,138.7,57.2,55.0,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.7,149.7,244.3,77.0,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,83.7,74.8,138.7,57.2,55.0,105.7,96.9,132.1,134.3,149.7,0.0,0.0,204.7,149.7,244.3,77.0,0.0,257.6,140.9,99.1,0.0,0.0,0.0,0.0,0.0
286,73.6,65.8,122.0,50.3,48.4,92.9,85.2,116.2,118.1,131.7,0.0,0.0,180.1,131.7,214.9,67.8,0.0,226.5,123.9,87.1,0.0,0.0,0.0,0.0,73.6,65.8,122.0,50.3,48.4,92.9,85.2,116.2,118.1,131.7,0.0,0.0,180.1,131.7,214.9,67.8,0.0,226.5,123.9,87.1,0.0,0.0,0.0,0.0,73.6,65.8,122.0,50.3,48.4,92.9,85.2,116.2,118.1,131.7,0.0,0.0,180.1,131.7,214.9,67.8,0.0,226.5,123.9,87.1,0.0,0.0,0.0,0.0,0.0
287,63.5,56.8,105.3,43.4,41.8,80.2,73.5,100.3,101.9,113.6,0.0,0.0,155.4,113.6,185.5,58.5,0.0,195.5,106.9,75.2,0.0,0.0,0.0,0.0,63.5,56.8,105.3,43.4,41.8,80.2,73.5,100.3,101.9,113.6,0.0,0.0,155.4,113.6,185.5,58.5,0.0,195.5,106.9,75.2,0.0,0.0,0.0,0.0,63.5,56.8,105.3,43.4,41.8,80.2,73.5,100.3,101.9,113.6,0.0,0.0,155.4,113.6,185.5,58.5,0.0,195.5,106.9,75.2,0.0,0.0,0.0,0.0,0.0
288,64.4,57.6,106.8,44.1,42.4,81.3,74.6,101.7,103.4,115.2,0.0,0.0,157.6,115.2,188.1,59.3,0.0,198.3,108.5,76.3,0.0,0.0,0.0,0.0,64.4,57.6,106.8,44.1,42.4,81.3,74.6,101.7,103.4,115.2,0.0,0.0,157.6,115.2,188.1,59.3,0.0,198.3,108.5,76.3,0.0,0.0,0.0,0.0,64.4,57.6,106.8,44.1,42.4,81.3,74.6,101.7,103.4,115.2,0.0,0.0,157.6,115.2,188.1,59.3,0.0,198.3,108.5,76.3,0.0,0.0,0.0,0.0,0.0
289,59.4,53.2,98.5,40.7,39.1,75.1,68.8,93.9,95.4,106.4,0.0,0.0,145.5,106.4,173.6,54.7,0.0,183.0,100.1,70.4,0.0,0.0,0.0,0.0,59.4,53.2,98.5,40.7,39.1,75.1,68.8,93.9,95.4,106.4,0.0,0.0,145.5,106.4,173.6,54.7,0.0,183.0,100.1,70.4,0.0,0.0,0.0,0.0,59.4,53.2,98.5,40.7,39.1,75.1,68.8,93.9,95.4,106.4,0.0,0.0,145.5,106.4,173.6,54.7,0.0,183.0,100.1,70.4,0.0,0.0,0.0,0.0,0.0
290,56.1,50.2,93.1,38.4,36.9,70.9,65.0,88.6,90.1,100.5,0.0,0.0,137.4,100.5,164.0,51.7,0.0,172.8,94.5,66.5,0.0,0.0,0.0,0.0,56.1,50.2,93.1,38.4,36.9,70.9,65.0,88.6,90.1,100.5,0.0,0.0,137.4,100.5,164.0,51.7,0.0,172.8,94.5,66.5,0.0,0.0,0.0,0.0,56.1,50.2,93.1,38.4,36.9,70.9,65.0,88.6,90.1,100.5,0.0,0.0,137.4,100.5,164.0,51.7,0.0,172.8,94.5,66.5,0.0,0.0,0.0,0.0,0.0
291,54.5,48.8,90.3,37.3,35.8,68.8,63.1,86.0,87.5,97.5,0.0,0.0,133.4,97.5,159.2,50.2,0.0,167.8,91.8,64.5,0.0,0.0,0.0,0.0,54.5,48.8,90.3,37.3,35.8,68.8,63.1,86.0,87.5,97.5,0.0,0.0,133.4,97.5,159.2,50.2,0.0,167.8,91.8,64.5,0.0,0.0,0.0,0.0,54.5,48.8,90.3,37.3,35.8,68.8,63.1,86.0,87.5,97.5,0.0,0.0,133.4,97.5,159.2,50.2,0.0,167.8,91.8,64.5,0.0,0.0,0.0,0.0,0.0
292,52.8,47.3,87.6,36.2,34.8,66.7,61.2,83.4,84.8,94.5,0.0,0.0,129.3,94.5,154.3,48.7,0.0,162.7,89.0,62.6,0.0,0.0,0.0,0.0,52.8,47.3,87.6,36.2,34.8,66.7,61.2,83.4,84.8,94.5,0.0,0.0,129.3,94.5,154.3,48.7,0.0,162.7,89.0,62.6,0.0,0.0,0.0,0.0,52.8,47.3,87.6,36.2,34.8,66.7,61.2,83.4,84.8,94.5,0.0,0.0,129.3,94.5,154.3,48.7,0.0,162.7,89.0,62.6,0.0,0.0,0.0,0.0,0.0
293,53.7,48.0,89.0,36.7,35.3,67.8,62.1,84.7,86.1,96.0,0.0,0.0,131.3,96.0,156.7,49.4,0.0,165.2,90.4,63.5,0.0,0.0,0.0,0.0,53.7,48.0,89.0,36.7,35.3,67.8,62.1,84.7,86.1,96.0,0.0,0.0,131.3,96.0,156.7,49.4,0.0,165.2,90.4,63.5,0.0,0.0,0.0,0.0,53.7,48.0,89.0,36.7,35.3,67.8,62.1,84.7,86.1,96.0,0.0,0.0,131.3,96.0,156.7,49.4,0.0,165.2,90.4,63.5,0.0,0.0,0.0,0.0,0.0
294,54.5,48.8,90.3,37.3,35.8,68.8,63.1,86.0,87.5,97.5,0.0,0.0,133.4,97.5,159.2,50.2,0.0,167.8,91.8,64.5,0.0,0.0,0.0,0.0,54.5,48.8,90.3,37.3,35.8,68.8,63.1,86.0,87.5,97.5,0.0,0.0,133.4,97.5,159.2,50.2,0.0,167.8,91.8,64.5,0.0,0.0,0.0,0.0,54.5,48.8,90.3,37.3,35.8,68.8,63.1,86.0,87.5,97.5,0.0,0.0,133.4,97.5,159.2,50.2,0.0,167.8,91.8,64.5,0.0,0.0,0.0,0.0,0.0
295,57.8,51.7,95.8,39.5,38.0,73.0,66.9,91.2,92.8,103.4,0.0,0.0,141.4,103.4,168.8,53.2,0.0,177.9,97.3,68.4,0.0,0.0,0.0,0.0,57.8,51.7,95.8,39.5,38.0,73.0,66.9,91.2,92.8,103.4,0.0,0.0,141.4,103.4,168.8,53.2,0.0,177.9,97.3,68.4,0.0,0.0,0.0,0.0,57.8,51.7,95.8,39.5,38.0,73.0,66.9,91.2,92.8,103.4,0.0,0.0,141.4,103.4,168.8,53.2,0.0,177.9,97.3,68.4,0.0,0.0,0.0,0.0,0.0
296,66.0,59.1,109.5,45.2,43.5,83.4,76.5,104.3,106.0,118.2,0.0,0.0,161.6,118.2,192.9,60.8,0.0,203.4,111.2,78.2,0.0,0.0,0.0,0.0,66.0,59.1,109.5,45.2,43.5,83.4,76.5,104.3,106.0,118.2,0.0,0.0,161.6,118.2,192.9,60.8,0.0,203.4,111.2,78.2,0.0,0.0,0.0,0.0,66.0,59.1,109.5,45.2,43.5,83.4,76.5,104.3,106.0,118.2,0.0,0.0,161.6,118.2,192.9,60.8,0.0,203.4,111.2,78.2,0.0,0.0,0.0,0.0,0.0
297,72.7,65.0,120.4,49.7,47.8,91.8,84.1,114.7,116.6,130.0,0.0,0.0,177.8,130.0,212.2,66.9,0.0,223.7,122.4,86.0,0.0,0.0,0.0,0.0,72.7,65.0,120.4,49.7,47.8,91.8,84.1,114.7,116.6,130.0,0.0,0.0,177.8,130.0,212.2,66.9,0.0,223.7,122.4,86.0,0.0,0.0,0.0,0.0,72.7,65.0,120.4,49.7,47.8,91.8,84.1,114.7,116.6,130.0,0.0,0.0,177.8,130.0,212.2,66.9,0.0,223.7,122.4,86.0,0.0,0.0,0.0,0.0,0.0
298,74.3,66.5,123.2,50.8,48.9,93.9,86.0,117.3,119.3,133.0,0.0,0.0,181.8,133.0,217.0,68.4,0.0,228.8,125.1,88.0,0.0,0.0,0.0,0.0,74.3,66.5,123.2,50.8,48.9,93.9,86.0,117.3,119.3,133.0,0.0,0.0,181.8,133.0,217.0,68.4,0.0,228.8,125.1,88.0,0.0,0.0,0.0,0.0,74.3,66.5,123.2,50.8,48.9,93.9,86.0,117.3,119.3,133.0,0.0,0.0,181.8,133.0,217.0,68.4,0.0,228.8,125.1,88.0,0.0,0.0,0.0,0.0,0.0
299,75.1,67.2,124.6,51.4,49.4,94.9,87.0,118.6,120.6,134.4,0.0,0.0,183.9,134.4,219.4,69.2,0.0,231.3,126.5,89.0,0.0,0.0,0.0,0.0,75.1,67.2,124.6,51.4,49.4,94.9,87.0,118.6,120.6,134.4,0.0,0.0,183.9,134.4,219.4,69.2,0.0,231.3,126.5,89.0,0.0,0.0,0.0,0.0,75.1,67.2,124.6,51.4,49.4,94.9,87.0,118.6,120.6,134.4,0.0,0.0,183.9,134.4,219.4,69.2,0.0,231.3,126.5,89.0,0.0,0.0,0.0,0.0,0.0
300,74.3,66.5,123.2,50.8,48.9,93.9,86.0,117.3,119.3,133.0,0.0,0.0,181.8,133.0,217.0,68.4,0.0,228.8,125.1,88.0,0.0,0.0,0.0,0.0,74.3,66.5,123.2,50.8,48.9,93.9,86.0,117.3,119.3,133.0,0.0,0.0,181.8,133.0,217.0,68.4,0.0,228.8,125.1,88.0,0.0,0.0,0.0,0.0,74.3,66.5,123.2,50.8,48.9,93.9,86.0,117.3,119.3,133.0,0.0,0.0,181.8,133.0,217.0,68.4,0.0,228.8,125.1,88.0,0.0,0.0,0.0,0.0,0.0
301,72.7,65.0,120.4,49.7,47.8,91.8,84.1,114.7,116.6,130.0,0.0,0.0,177.8,130.0,212.2,66.9,0.0,223.7,122.4,86.0,0.0,0.0,0.0,0.0,72.7,65.0,120.4,49.7,47.8,91.8,84.1,114.7,116.6,130.0,0.0,0.0,177.8,130.0,212.2,66.9,0.0,223.7,122.4,86.0,0.0,0.0,0.0,0.0,72.7,65.0,120.4,49.7,47.8,91.8,84.1,114.7,116.6,130.0,0.0,0.0,177.8,130.0,212.2,66.9,0.0,223.7,122.4,86.0,0.0,0.0,0.0,0.0,0.0
302,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,0.0
303,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,0.0
304,75.1,67.2,124.6,51.4,49.4,94.9,87.0,118.6,120.6,134.4,0.0,0.0,183.9,134.4,219.4,69.2,0.0,231.3,126.5,89.0,0.0,0.0,0.0,0.0,75.1,67.2,124.6,51.4,49.4,94.9,87.0,118.6,120.6,134.4,0.0,0.0,183.9,134.4,219.4,69.2,0.0,231.3,126.5,89.0,0.0,0.0,0.0,0.0,75.1,67.2,124.6,51.4,49.4,94.9,87.0,118.6,120.6,134.4,0.0,0.0,183.9,134.4,219.4,69.2,0.0,231.3,126.5,89.0,0.0,0.0,0.0,0.0,0.0
305,82.6,73.9,136.9,56.5,54.3,104.3,95.6,130.4,132.5,147.7,0.0,0.0,202.0,147.7,241.2,76.0,0.0,254.2,139.0,97.8,0.0,0.0,0.0,0.0,82.6,73.9,136.9,56.5,54.3,104.3,95.6,130.4,132.5,147.7,0.0,0.0,202.0,147.7,241.2,76.0,0.0,254.2,139.0,97.8,0.0,0.0,0.0,0.0,82.6,73.9,136.9,56.5,54.3,104.3,95.6,130.4,132.5,147.7,0.0,0.0,202.0,147.7,241.2,76.0,0.0,254.2,139.0,97.8,0.0,0.0,0.0,0.0,0.0
306,81.7,73.1,135.5,55.9,53.8,103.2,94.6,129.0,131.2,146.3,0.0,0.0,200.0,146.3,238.7,75.3,0.0,251.6,137.7,96.8,0.0,0.0,0.0,0.0,81.7,73.1,135.5,55.9,53.8,103.2,94.6,129.0,131.2,146.3,0.0,0.0,200.0,146.3,238.7,75.3,0.0,251.6,137.7,96.8,0.0,0.0,0.0,0.0,81.7,73.1,135.5,55.9,53.8,103.2,94.6,129.0,131.2,146.3,0.0,0.0,200.0,146.3,238.7,75.3,0.0,251.6,137.7,96.8,0.0,0.0,0.0,0.0,0.0
307,80.1,71.7,132.8,54.8,52.7,101.2,92.7,126.4,128.6,143.3,0.0,0.0,196.0,143.3,233.9,73.8,0.0,246.6,134.9,94.8,0.0,0.0,0.0,0.0,80.1,71.7,132.8,54.8,52.7,101.2,92.7,126.4,128.6,143.3,0.0,0.0,196.0,143.3,233.9,73.8,0.0,246.6,134.9,94.8,0.0,0.0,0.0,0.0,80.1,71.7,132.8,54.8,52.7,101.2,92.7,126.4,128.6,143.3,0.0,0.0,196.0,143.3,233.9,73.8,0.0,246.6,134.9,94.8,0.0,0.0,0.0,0.0,0.0
308,77.6,69.4,128.7,53.1,51.1,98.0,89.9,122.5,124.6,138.9,0.0,0.0,189.9,138.9,226.7,71.5,0.0,238.9,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.4,128.7,53.1,51.1,98.0,89.9,122.5,124.6,138.9,0.0,0.0,189.9,138.9,226.7,71.5,0.0,238.9,130.7,91.9,0.0,0.0,0.0,0.0,77.6,69.4,128.7,53.1,51.1,98.0,89.9,122.5,124.6,138.9,0.0,0.0,189.9,138.9,226.7,71.5,0.0,238.9,130.7,91.9,0.0,0.0,0.0,0.0,0.0
309,76.0,68.0,125.9,52.0,50.0,95.9,87.9,119.9,121.9,135.9,0.0,0.0,185.9,135.9,221.9,70.0,0.0,233.9,127.9,89.9,0.0,0.0,0.0,0.0,76.0,68.0,125.9,52.0,50.0,95.9,87.9,119.9,121.9,135.9,0.0,0.0,185.9,135.9,221.9,70.0,0.0,233.9,127.9,89.9,0.0,0.0,0.0,0.0,76.0,68.0,125.9,52.0,50.0,95.9,87.9,119.9,121.9,135.9,0.0,0.0,185.9,135.9,221.9,70.0,0.0,233.9,127.9,89.9,0.0,0.0,0.0,0.0,0.0
310,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,71.8,64.3,119.1,49.1,47.3,90.7,83.2,113.4,115.3,128.5,0.0,0.0,175.8,128.5,209.8,66.2,0.0,221.1,121.0,85.1,0.0,0.0,0.0,0.0,0.0
311,66.9,59.8,110.9,45.8,44.0,84.5,77.4,105.6,107.3,119.7,0.0,0.0,163.7,119.7,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.8,44.0,84.5,77.4,105.6,107.3,119.7,0.0,0.0,163.7,119.7,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,66.9,59.8,110.9,45.8,44.0,84.5,77.4,105.6,107.3,119.7,0.0,0.0,163.7,119.7,195.3,61.6,0.0,205.9,112.6,79.2,0.0,0.0,0.0,0.0,0.0
312,62.7,56.1,104.0,42.9,41.3,79.2,72.6,99.0,100.7,112.2,0.0,0.0,153.5,112.2,183.2,57.8,0.0,193.1,105.6,74.3,0.0,0.0,0.0,0.0,62.7,56.1,104.0,42.9,41.3,79.2,72.6,99.0,100.7,112.2,0.0,0.0,153.5,112.2,183.2,57.8,0.0,193.1,105.6,74.3,0.0,0.0,0.0,0.0,62.7,56.1,104.0,42.9,41.3,79.2,72.6,99.0,100.7,112.2,0.0,0.0,153.5,112.2,183.2,57.8,0.0,193.1,105.6,74.3,0.0,0.0,0.0,0.0,0.0
